provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
451363,Jackson County Hospital District,Edna,TX,45264,Victoria,TX,417,Victoria,TX
451364,Otto Kaiser Memorial Hospital,Kenedy,TX,45144,Kenedy,TX,412,San Antonio,TX
451365,Seton Highland Lakes,Burnet,TX,45038,Burnet,TX,385,Austin,TX
451367,East Texas Med Ctr-Pittsburg,Pittsburg,TX,45209,Pittsburg,TX,416,Tyler,TX
451369,Golden Plains Community Hospital,Borger,TX,45006,Amarillo,TX,383,Amarillo,TX
451370,Red River Regional Hospital,Bonham,TX,45027,Bonham,TX,391,Dallas,TX
451371,Seton Edgar B. Davis Hospital,Luling,TX,45170,Luling,TX,385,Austin,TX
451372,Muleshoe Area Medical Center,Muleshoe,TX,45168,Lubbock,TX,400,Lubbock,TX
451373,Ward Memorial Hospital,Monahans,TX,45185,Monahans,TX,406,Odessa,TX
451374,Scott & White Hospital-Taylor,Taylor,TX,45250,Taylor,TX,413,Temple,TX
451375,Liberty-Dayton Regional Med Ctr,Liberty,TX,45159,Liberty,TX,397,Houston,TX
451376,Lavaca Medical Center,Hallettsville,TX,45119,Hallettsville,TX,397,Houston,TX
451377,Reeves County Hospital,Pecos,TX,45207,Pecos,TX,406,Odessa,TX
451378,Big Bend Regional Medical Center,Alpine,TX,45004,Alpine,TX,406,Odessa,TX
451379,Coryell Memorial Hospital,Gatesville,TX,45101,Gatesville,TX,413,Temple,TX
451381,Mother Frances Hosp- Winnsboro,Winnsboro,TX,45278,Winnsboro,TX,416,Tyler,TX
451990,The Leaves,Richardson,TX,45068,Dallas,TX,391,Dallas,TX
452109,Integrity Transitional Hospital,Denton,TX,45073,Denton,TX,391,Dallas,TX
452110,Ethicus Hospital - Grapevine,Grapevine,TX,45114,Grapevine,TX,391,Dallas,TX
452111,Atrium Medical Center-Corinth,Corinth,TX,45073,Denton,TX,391,Dallas,TX
452113,CHRISTUS Dubuis Hosp of Bryan,Bryan,TX,45036,Bryan,TX,388,Bryan,TX
452114,Atrium Medical Center-Stafford,Stafford,TX,45131,Houston,TX,397,Houston,TX
460001,Utah Valley Regional Med Ctr,Provo,UT,46025,Provo,UT,422,Provo,UT
460003,Salt Lake Regional Med Ctr,Salt Lake City,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460004,McKay-Dee Hospital Center,Ogden,UT,46020,Ogden,UT,421,Ogden,UT
460005,Ogden Regional Medical Center,Ogden,UT,46020,Ogden,UT,421,Ogden,UT
460006,LDS Hospital,Salt Lake City,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460007,Valley View Medical Center,Cedar City,UT,46005,Cedar City,UT,423,Salt Lake City,UT
460009,University of Utah Health Care,Salt Lake City,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460010,Intermountain Medical Center,Murray,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460011,Castleview Hospital,Price,UT,46024,Price,UT,423,Salt Lake City,UT
460013,Mountain View Hospital,Payson,UT,46023,Payson,UT,422,Provo,UT
460014,Mountain West Medical Center,Tooele,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460015,Logan Regional Hospital,Logan,UT,46012,Logan,UT,423,Salt Lake City,UT
460017,Brigham City Community Hospital,Brigham City,UT,46004,Brigham City,UT,421,Ogden,UT
460019,Uintah Basin Medical Center,Roosevelt,UT,46027,Roosevelt,UT,423,Salt Lake City,UT
460021,Dixie Regional Medical Center,St. George,UT,46030,St. George,UT,423,Salt Lake City,UT
460023,American Fork Hospital,American Fork,UT,46001,American Fork,UT,422,Provo,UT
460026,Sevier Valley Medical Center,Richfield,UT,46026,Richfield,UT,423,Salt Lake City,UT
460030,Ashley Regional Medical Center,Vernal,UT,46033,Vernal,UT,423,Salt Lake City,UT
460033,Garfield Mem Hosp and Clinics,Panguitch,UT,46022,Panguitch,UT,423,Salt Lake City,UT
460035,Beaver Valley Hospital,Beaver,UT,46002,Beaver,UT,422,Provo,UT
460039,Bear River Valley Hospital,Tremonton,UT,46032,Tremonton,UT,421,Ogden,UT
460041,Davis Hospital and Med Ctr,Layton,UT,46011,Layton,UT,421,Ogden,UT
460042,Lakeview Hospital,Bountiful,UT,46003,Bountiful,UT,423,Salt Lake City,UT
460044,Alta View Hospital,Sandy,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460047,St. Mark's Hospital,Salt Lake City,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460049,The Orthopedic Specialty Hosp,Murray,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460051,Jordan Valley Medical Center,West Jordan,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460052,Timpanogos Regional Hospital,Orem,UT,46025,Provo,UT,422,Provo,UT
460054,Cache Valley Specialty Hospital,North Logan,UT,46012,Logan,UT,423,Salt Lake City,UT
460057,Park City Medical Center,Park City,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
460058,Riverton Hospital,Riverton,UT,46028,Salt Lake City,UT,423,Salt Lake City,UT
461300,Delta Community Medical Center,Delta,UT,46006,Delta,UT,422,Provo,UT
461301,Fillmore Community Med Ctr,Fillmore,UT,46007,Fillmore,UT,422,Provo,UT
461302,Allen Memorial Hospital,Moab,UT,46014,Moab,UT,423,Salt Lake City,UT
461303,Sanpete Valley Hospital,Mount Pleasant,UT,46017,Mount Pleasant,UT,422,Provo,UT
461304,Central Valley Medical Center,Nephi,UT,46019,Nephi,UT,422,Provo,UT
461305,Milford Valley Memorial Hospital,Milford,UT,46013,Milford,UT,423,Salt Lake City,UT
461306,Gunnison Valley Hospital,Gunnison,UT,46008,Gunnison,UT,422,Provo,UT
461307,Heber Valley Medical Center,Heber City,UT,46025,Provo,UT,422,Provo,UT
461308,San Juan Hospital,Monticello,UT,46015,Monticello,UT,423,Salt Lake City,UT
461309,Kane County Hospital,Kanab,UT,46010,Kanab,UT,423,Salt Lake City,UT
461310,Blue Mountain Hospital,Blanding,UT,46015,Monticello,UT,423,Salt Lake City,UT
470001,Central Vermont Medical Center,Barre,VT,47003,Berlin,VT,424,Burlington,VT
470003,Fletcher Allen Health Care,Burlington,VT,47005,Burlington,VT,424,Burlington,VT
470005,Rutland Regional Medical Center,Rutland,VT,47010,Rutland,VT,424,Burlington,VT
470011,Brattleboro Memorial Hospital,Brattleboro,VT,47004,Brattleboro,VT,281,Lebanon,NH
470012,Southwestern Vermont Med Ctr,Bennington,VT,47002,Bennington,VT,295,Albany,NY
470024,Northwestern Medical Center,St. Albans,VT,47012,St. Albans,VT,424,Burlington,VT
471300,Grace Cottage Hospital,Townshend,VT,47014,Townshend,VT,281,Lebanon,NH
471301,Gifford Medical Center,Randolph,VT,47009,Randolph,VT,281,Lebanon,NH
471302,Mt. Ascutney Hosp and Health Ctr,Windsor,VT,47015,Windsor,VT,281,Lebanon,NH
471303,Northeastern Vermont Reg Hosp,St. Johnsbury,VT,47013,St. Johnsbury,VT,281,Lebanon,NH
471304,North Country Hosp and Hlth Ctr,Newport,VT,47008,Newport,VT,281,Lebanon,NH
471305,Copley Hospital,Morrisville,VT,47007,Morrisville,VT,424,Burlington,VT
471306,Springfield Hospital,Springfield,VT,47011,Springfield,VT,281,Lebanon,NH
471307,Porter Medical Center,Middlebury,VT,47006,Middlebury,VT,424,Burlington,VT
490001,Norton Community Hospital,Norton,VA,49039,Norton,VA,376,Kingsport,TN
490002,Russell County Medical Center,Lebanon,VA,49027,Lebanon,VA,376,Kingsport,TN
490004,Rockingham Memorial Hospital,Harrisonburg,VA,49023,Harrisonburg,VA,427,Charlottesville,VA
490005,Winchester Medical Center,Winchester,VA,49063,Winchester,VA,435,Winchester,VA
490007,Sentara Norfolk General Hospital,Norfolk,VA,49038,Norfolk,VA,430,Norfolk,VA
490009,University of Virginia Med Ctr,Charlottesville,VA,49007,Charlottesville,VA,427,Charlottesville,VA
490011,Bon Secours-DePaul Med Ctr,Norfolk,VA,49038,Norfolk,VA,430,Norfolk,VA
490012,Lee Regional Medical Center,Pennington Gap,VA,49041,Pennington Gap,VA,376,Kingsport,TN
490013,Halifax Regional Health System,Halifax,VA,49052,South Boston,VA,312,Durham,NC
490017,Bon Secours-Maryview Med Ctr,Portsmouth,VA,49043,Portsmouth,VA,430,Norfolk,VA
490018,Augusta Health,Fishersville,VA,49054,Staunton,VA,427,Charlottesville,VA
490019,Culpeper Regional Hospital,Culpeper,VA,49010,Culpeper,VA,427,Charlottesville,VA
490020,John Randolph Medical Center,Hopewell,VA,49024,Hopewell,VA,431,Richmond,VA
490021,Centra Lynchburg General Hosp,Lynchburg,VA,49032,Lynchburg,VA,428,Lynchburg,VA
490022,Mary Washington Hospital,Fredericksburg,VA,49017,Fredericksburg,VA,431,Richmond,VA
490023,Fauquier Hospital,Warrenton,VA,49060,Warrenton,VA,426,Arlington,VA
490024,Carilion Medical Center,Roanoke,VA,49049,Roanoke,VA,432,Roanoke,VA
490027,Mountain View Regional Med Ctr,Norton,VA,49039,Norton,VA,376,Kingsport,TN
490032,VCU Health System,Richmond,VA,49048,Richmond,VA,431,Richmond,VA
490033,Warren Memorial Hospital,Front Royal,VA,49018,Front Royal,VA,435,Winchester,VA
490037,Riverside Shore Memorial Hosp,Nassawadox,VA,49036,Nassawadox,VA,430,Norfolk,VA
490038,Smyth County Community Hospital,Marion,VA,49034,Marion,VA,376,Kingsport,TN
490040,Inova Alexandria Hospital,Alexandria,VA,49002,Alexandria,VA,426,Arlington,VA
490041,Mary Immaculate Hospital,Newport News,VA,49037,Newport News,VA,429,Newport News,VA
490042,Carilion New River Valley Med Ctr,Christiansburg,VA,49006,Blacksburg,VA,432,Roanoke,VA
490043,Inova Loudoun Hospital,Leesburg,VA,49028,Leesburg,VA,426,Arlington,VA
490044,Sentara Obici Hospital,Suffolk,VA,49056,Suffolk,VA,430,Norfolk,VA
490045,Prince William Hospital,Manassas,VA,49033,Manassas,VA,426,Arlington,VA
490046,Sentara Leigh Hospital,Norfolk,VA,49038,Norfolk,VA,430,Norfolk,VA
490048,Lewis-Gale Medical Center-Salem,Salem,VA,49051,Salem,VA,432,Roanoke,VA
490050,Virginia Hosp Center - Arlington,Arlington,VA,49003,Arlington,VA,426,Arlington,VA
490052,Riverside Regional Med Ctr,Newport News,VA,49037,Newport News,VA,429,Newport News,VA
490053,Johnston Memorial Hospital,Abingdon,VA,49001,Abingdon,VA,376,Kingsport,TN
490057,Sentara Virginia Beach General,Virginia Beach,VA,49059,Virginia Beach,VA,430,Norfolk,VA
490059,Bon Secours-St. Mary's Hospital,Richmond,VA,49048,Richmond,VA,431,Richmond,VA
490060,Clinch Valley Medical Center,Richlands,VA,49047,Richlands,VA,376,Kingsport,TN
490063,Inova Fairfax Hospital,Falls Church,VA,49014,Falls Church,VA,426,Arlington,VA
490066,Sentara Williamsburg Reg Med Ctr,Williamsburg,VA,49062,Williamsburg,VA,429,Newport News,VA
490067,Southside Regional Med Ctr,Petersburg,VA,49042,Petersburg,VA,431,Richmond,VA
490069,Bon Secours-Memorial Reg Med Ctr,Mechanicsville,VA,49048,Richmond,VA,431,Richmond,VA
490075,Danville Regional Medical Center,Danville,VA,49011,Danville,VA,312,Durham,NC
490077,Martha Jefferson Hospital,Charlottesville,VA,49007,Charlottesville,VA,427,Charlottesville,VA
490079,Memorial Hospital,Martinsville,VA,49035,Martinsville,VA,312,Durham,NC
490084,Riverside Tappahannock Hospital,Tappahannock,VA,49057,Tappahannock,VA,431,Richmond,VA
490088,Bedford Memorial Hospital,Bedford,VA,49004,Bedford,VA,428,Lynchburg,VA
490089,Carilion Franklin Memorial Hosp,Rocky Mount,VA,49050,Rocky Mount,VA,432,Roanoke,VA
490090,Centra Southside Community Hosp,Farmville,VA,49015,Farmville,VA,431,Richmond,VA
490092,Southampton Memorial Hospital,Franklin,VA,49016,Franklin,VA,430,Norfolk,VA
490093,Sentara CarePlex Hospital,Hampton,VA,49037,Newport News,VA,429,Newport News,VA
490094,Bon Secours-Richmond Community,Richmond,VA,49048,Richmond,VA,431,Richmond,VA
490097,Southern Virginia Reg Med Ctr,Emporia,VA,49012,Emporia,VA,431,Richmond,VA
490098,Community Memorial Healthcenter,South Hill,VA,49053,South Hill,VA,431,Richmond,VA
490101,Inova Fair Oaks Hospital,Fairfax,VA,49013,Fairfax,VA,426,Arlington,VA
490105,Southwestern VA Mental Hlth Inst,Marion,VA,49034,Marion,VA,376,Kingsport,TN
490107,Reston Hospital Center,Reston,VA,49046,Reston,VA,426,Arlington,VA
490108,Central Virginia Training Center,Lynchburg,VA,49032,Lynchburg,VA,428,Lynchburg,VA
490109,Eastern State Hospital,Williamsburg,VA,49062,Williamsburg,VA,429,Newport News,VA
490110,Montgomery Regional Hospital,Blacksburg,VA,49006,Blacksburg,VA,432,Roanoke,VA
490111,Wythe County Community Hospital,Wytheville,VA,49067,Wytheville,VA,432,Roanoke,VA
490112,CJW Medical Center,Richmond,VA,49048,Richmond,VA,431,Richmond,VA
490113,Sentara Potomac Hospital,Woodbridge,VA,49065,Woodbridge,VA,426,Arlington,VA
490114,Wellmont Lonesome Pine Hospital,Big Stone Gap,VA,49005,Big Stone Gap,VA,376,Kingsport,TN
490115,Twin-County Regional Hospital,Galax,VA,49019,Galax,VA,320,Winston-Salem,NC
490116,Lewis-Gale Hospital at Pulaski,Pulaski,VA,49044,Pulaski,VA,432,Roanoke,VA
490117,Carilion Tazewell Community Hosp,Tazewell,VA,49058,Tazewell,VA,432,Roanoke,VA
490118,Henrico Doctors' Hospital,Richmond,VA,49048,Richmond,VA,431,Richmond,VA
490119,Sentara Bayside Hospital,Virginia Beach,VA,49059,Virginia Beach,VA,430,Norfolk,VA
490120,Chesapeake Regional Med Ctr,Chesapeake,VA,49008,Chesapeake,VA,430,Norfolk,VA
490122,Inova Mount Vernon Hospital,Alexandria,VA,49002,Alexandria,VA,426,Arlington,VA
490123,Rappahannock General Hospital,Kilmarnock,VA,49026,Kilmarnock,VA,431,Richmond,VA
490126,Lewis-Gale Hospital Alleghany,Low Moor,VA,49030,Low Moor,VA,432,Roanoke,VA
490127,Buchanan General Hospital,Grundy,VA,49021,Grundy,VA,376,Kingsport,TN
490130,Riverside Walter Reed Hospital,Gloucester,VA,49020,Gloucester,VA,429,Newport News,VA
490134,Piedmont Geriatric Hospital,Burkeville,VA,49048,Richmond,VA,431,Richmond,VA
490135,Catawba Hospital,Catawba,VA,49051,Salem,VA,432,Roanoke,VA
490136,Bon Secours-St. Francis-Midlothian,Midlothian,VA,49048,Richmond,VA,431,Richmond,VA
490140,Stafford Hospital,Stafford,VA,49017,Fredericksburg,VA,431,Richmond,VA
490141,Spotsylvania Regional Med Ctr,Fredericksburg,VA,49017,Fredericksburg,VA,431,Richmond,VA
490142,UVA Health Sciences Center,Charlottesville,VA,49007,Charlottesville,VA,427,Charlottesville,VA
491300,Bath Community Hospital,Hot Springs,VA,49025,Hot Springs,VA,427,Charlottesville,VA
491302,Carilion Giles Community Hosp,Pearisburg,VA,49040,Pearisburg,VA,432,Roanoke,VA
491304,Carilion Stonewall Jackson Hosp,Lexington,VA,49029,Lexington,VA,432,Roanoke,VA
491305,Shenandoah Memorial Hospital,Woodstock,VA,49066,Woodstock,VA,435,Winchester,VA
491306,Pioneer Community Hosp-Patrick Cty,Stuart,VA,49055,Stuart,VA,320,Winston-Salem,NC
491307,Page Memorial Hospital,Luray,VA,49031,Luray,VA,435,Winchester,VA
491991,Lynn House of Potomac Valley,Alexandria,VA,49002,Alexandria,VA,426,Arlington,VA
500001,Northwest Hospital & Med Ctr,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500002,Providence St. Mary Med Ctr,Walla Walla,WA,50065,Walla Walla,WA,440,Spokane,WA
500003,Skagit Valley Hospital,Mount Vernon,WA,50036,Mount Vernon,WA,437,Everett,WA
500005,Virginia Mason Medical Center,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500007,Island Hospital,Anacortes,WA,50002,Anacortes,WA,437,Everett,WA
500008,University of Washington Med Ctr,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500011,Highline Medical Center,Burien,WA,50054,Seattle,WA,439,Seattle,WA
500012,Yakima Reg Med and Cardiac Ctr,Yakima,WA,50068,Yakima,WA,442,Yakima,WA
500014,Providence Reg Med Ctr Everett,Everett,WA,50022,Everett,WA,437,Everett,WA
500015,Auburn Regional Medical Center,Auburn,WA,50004,Auburn,WA,439,Seattle,WA
500016,Central Washington Hospital,Wenatchee,WA,50066,Wenatchee,WA,440,Spokane,WA
500019,Providence Centralia Hospital,Centralia,WA,50009,Centralia,WA,438,Olympia,WA
500021,St. Clare Hospital,Lakewood,WA,50061,Tacoma,WA,441,Tacoma,WA
500024,Providence St. Peter Hospital,Olympia,WA,50039,Olympia,WA,438,Olympia,WA
500025,Swedish Med Ctr-Cherry Hill Campus,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500026,Swedish/Edmonds,Edmonds,WA,50018,Edmonds,WA,439,Seattle,WA
500027,Swedish Health Services,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500030,PeaceHealth St. Joseph Hospital,Bellingham,WA,50006,Bellingham,WA,439,Seattle,WA
500031,Grays Harbor Community Hospital,Aberdeen,WA,50001,Aberdeen,WA,439,Seattle,WA
500033,Samaritan Healthcare,Moses Lake,WA,50035,Moses Lake,WA,440,Spokane,WA
500036,Yakima Valley Memorial Hospital,Yakima,WA,50068,Yakima,WA,442,Yakima,WA
500037,Toppenish Community Hospital,Toppenish,WA,50063,Toppenish,WA,442,Yakima,WA
500039,Harrison Medical Center,Bremerton,WA,50007,Bremerton,WA,439,Seattle,WA
500041,St. John Medical Center,Longview,WA,50031,Longview,WA,344,Portland,OR
500044,Deaconess Medical Center,Spokane,WA,50059,Spokane,WA,440,Spokane,WA
500049,Walla Walla General Hospital,Walla Walla,WA,50065,Walla Walla,WA,440,Spokane,WA
500050,PeaceHealth Southwest Med Ctr,Vancouver,WA,50064,Vancouver,WA,344,Portland,OR
500051,Overlake Hospital Medical Center,Bellevue,WA,50005,Bellevue,WA,439,Seattle,WA
500053,Kennewick General Hospital,Kennewick,WA,50028,Kennewick,WA,440,Spokane,WA
500054,Providence Sacred Heart Med Ctr,Spokane,WA,50059,Spokane,WA,440,Spokane,WA
500058,Kadlec Medical Center,Richland,WA,50052,Richland,WA,440,Spokane,WA
500060,Cascade Valley Hosp and Clinics,Arlington,WA,50003,Arlington,WA,437,Everett,WA
500064,Harborview Medical Center,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500072,Olympic Medical Center,Port Angeles,WA,50044,Port Angeles,WA,439,Seattle,WA
500077,Providence Holy Family Hospital,Spokane,WA,50059,Spokane,WA,440,Spokane,WA
500079,Multicare Good Samaritan Hosp,Puyallup,WA,50048,Puyallup,WA,441,Tacoma,WA
500084,Valley General Hospital,Monroe,WA,50033,Monroe,WA,437,Everett,WA
500088,Valley Medical Center-Renton,Renton,WA,50050,Renton,WA,439,Seattle,WA
500108,St. Joseph Medical Center,Tacoma,WA,50061,Tacoma,WA,441,Tacoma,WA
500119,Valley Hospital & Med Ctr-Spokane,Spokane,WA,50059,Spokane,WA,440,Spokane,WA
500124,Evergreen Healthcare,Kirkland,WA,50029,Kirkland,WA,439,Seattle,WA
500129,Tacoma General Hospital,Tacoma,WA,50061,Tacoma,WA,441,Tacoma,WA
500138,Seattle Cancer Care Alliance,Seattle,WA,50054,Seattle,WA,439,Seattle,WA
500139,Capital Medical Center,Olympia,WA,50039,Olympia,WA,438,Olympia,WA
500141,St. Francis Hospital,Federal Way,WA,50023,Federal Way,WA,439,Seattle,WA
500148,Wenatchee Valley Hospital,Wenatchee,WA,50066,Wenatchee,WA,440,Spokane,WA
500150,Legacy Salmon Creek Med Ctr,Vancouver,WA,50064,Vancouver,WA,344,Portland,OR
500151,St. Anthony Hospital,Gig Harbor,WA,50061,Tacoma,WA,441,Tacoma,WA
501301,Garfield Cty Public Hosp District,Pomeroy,WA,13020,Lewiston,ID,440,Spokane,WA
501302,Dayton General Hospital,Dayton,WA,50017,Dayton,WA,440,Spokane,WA
501303,Willapa Harbor Hospital,South Bend,WA,50058,South Bend,WA,438,Olympia,WA
501304,Mark Reed Health Care District,McCleary,WA,50039,Olympia,WA,438,Olympia,WA
501305,Lincoln Hospital,Davenport,WA,50016,Davenport,WA,440,Spokane,WA
501307,Odessa Memorial Healthcare Ctr,Odessa,WA,50059,Spokane,WA,440,Spokane,WA
501308,Coulee Medical Center,Grand Coulee,WA,50026,Grand Coulee,WA,440,Spokane,WA
501309,Providence St. Joseph's Hospital,Chewelah,WA,50011,Chewelah,WA,440,Spokane,WA
501310,Newport Hosp and Health Services,Newport,WA,50059,Spokane,WA,440,Spokane,WA
501311,East Adams Rural Hospital,Ritzville,WA,50053,Ritzville,WA,440,Spokane,WA
501312,Prosser Memorial Hospital,Prosser,WA,50046,Prosser,WA,442,Yakima,WA
501313,Cascade Medical Center,Leavenworth,WA,50066,Wenatchee,WA,440,Spokane,WA
501314,Ocean Beach Hospital,Ilwaco,WA,50027,Ilwaco,WA,344,Portland,OR
501315,Skyline Hospital,White Salmon,WA,50067,White Salmon,WA,344,Portland,OR
501316,Klickitat Valley Health,Goldendale,WA,50025,Goldendale,WA,344,Portland,OR
501317,Columbia Basin Hospital,Ephrata,WA,50066,Wenatchee,WA,440,Spokane,WA
501318,Othello Community Hospital,Othello,WA,50041,Othello,WA,440,Spokane,WA
501319,Morton General Hospital,Morton,WA,50034,Morton,WA,438,Olympia,WA
501320,Quincy Valley Medical Center,Quincy,WA,50066,Wenatchee,WA,440,Spokane,WA
501321,North Valley Hospital,Tonasket,WA,50062,Tonasket,WA,440,Spokane,WA
501322,Ferry County Memorial Hospital,Republic,WA,50051,Republic,WA,440,Spokane,WA
501323,Jefferson Healthcare,Port Townsend,WA,50045,Port Townsend,WA,439,Seattle,WA
501324,Okanogan Douglas District Hosp,Brewster,WA,50008,Brewster,WA,440,Spokane,WA
501325,Forks Community Hospital,Forks,WA,50024,Forks,WA,439,Seattle,WA
501326,Providence Mount Carmel Hospital,Colville,WA,50014,Colville,WA,440,Spokane,WA
501327,Whitman Hospital and Med Ctr,Colfax,WA,50013,Colfax,WA,440,Spokane,WA
501328,Mid-Valley Hospital,Omak,WA,50040,Omak,WA,440,Spokane,WA
501329,United General Hospital,Sedro Woolley,WA,50036,Mount Vernon,WA,437,Everett,WA
501330,Sunnyside Community Hospital,Sunnyside,WA,50060,Sunnyside,WA,442,Yakima,WA
501331,Pullman Regional Hospital,Pullman,WA,50047,Pullman,WA,440,Spokane,WA
501332,Tri-State Memorial Hospital,Clarkston,WA,50012,Clarkston,WA,440,Spokane,WA
501333,Kittitas Valley Community Hosp,Ellensburg,WA,50019,Ellensburg,WA,442,Yakima,WA
501334,Lake Chelan Community Hospital,Chelan,WA,50010,Chelan,WA,440,Spokane,WA
501335,St. Elizabeth Hospital,Enumclaw,WA,50020,Enumclaw,WA,439,Seattle,WA
501336,Mason General Hospital,Shelton,WA,50056,Shelton,WA,438,Olympia,WA
501337,Lourdes Medical Center,Pasco,WA,50042,Pasco,WA,440,Spokane,WA
501338,Snoqualmie Valley Hospital,Snoqualmie,WA,50005,Bellevue,WA,439,Seattle,WA
501339,Whidbey General Hospital,Coupeville,WA,50015,Coupeville,WA,437,Everett,WA
501992,Sunrise Haven,Kent,WA,50050,Renton,WA,439,Seattle,WA
510001,West Virginia University Hosps,Morgantown,WV,51024,Morgantown,WV,445,Morgantown,WV
510002,Greenbrier Valley Medical Center,Ronceverte,WV,51036,Ronceverte,WV,443,Charleston,WV
510006,United Hospital Center,Bridgeport,WV,51006,Clarksburg,WV,445,Morgantown,WV
510007,St. Mary's Medical Center,Huntington,WV,51014,Huntington,WV,444,Huntington,WV
510008,City Hospital,Martinsburg,WV,51022,Martinsburg,WV,435,Winchester,VA
510012,Pleasant Valley Hospital,Point Pleasant,WV,51030,Point Pleasant,WV,444,Huntington,WV
510013,Reynolds Memorial Hospital,Glen Dale,WV,51010,Glen Dale,WV,357,Pittsburgh,PA
